example_id,conversation_id,customer_message,conversation_context,true_intent,expected_action,escalation_reason,notes,timestamp,brand,reference_brand_response
gold_185,10003450,@AppleSupport iCloud says I am out of storage but I only have a few hundred photos,customer: @AppleSupport I already tried that yesterday | brand: @USER Thanks for the extra detail. We are still looking at this with you.,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Storage / backup explanation without confirmed data-loss language.),Sat Oct 07 17:47:00 +0000 2017,AppleSupport,"@USER iCloud storage numbers include Mail, backups, and iCloud Drive, not just photo count. Check Settings > [your name] > iCloud > Manage Storage and tell us what the biggest items are."
gold_186,10004068,@AppleSupport Apple Store said my Apple Watch Series 3 is ready but they cannot find it,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 21:56:00 +0000 2017,AppleSupport,"@USER Pickup emails sometimes lag. Check the Apple Store app under orders, or the Apple ID email. If the store cannot find it, DM us the reservation details."
gold_187,10001186,@AppleSupport speaker on iPhone 6s sounds crackly and the mic cuts out on calls,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Tue Oct 03 07:25:00 +0000 2017,AppleSupport,"@USER Overheating while idle is not expected. Remove any case, check for background apps, and if it continues, stop using it and get it inspected — especially if the battery looks swollen."
gold_188,10002008,@AppleSupport I requested a refund 5 days ago and have heard nothing. still charged,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 21:48:00 +0000 2017,AppleSupport,@USER Duplicate charges: please keep the receipt emails and file via reportaproblem.apple.com. Do not post full card numbers here. We cannot reverse a bank charge from this channel.
gold_189,10001504,@AppleSupport I cannot sign in to iCloud on my new iPhone 6s. password is correct,,apple_id_icloud,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Tue Oct 03 22:14:00 +0000 2017,AppleSupport,"@USER For a locked Apple ID, start at iforgot.apple.com. If two-factor codes go to a phone you no longer have, you will need account recovery — that can take time and is not something we can bypass here."
gold_190,10003236,@AppleSupport restore from iCloud is stuck at 18% for hours,,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Storage / backup explanation without confirmed data-loss language.),Sat Oct 07 07:05:00 +0000 2017,AppleSupport,"@USER We cannot roll iCloud backups backward to last week from this channel. If a newer backup overwrote the old one, a specialist has to review what (if anything) can be recovered."
gold_191,10001418,@AppleSupport keep getting Apple ID verification popups I cannot dismiss on iPhone 8,,apple_id_icloud,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Tue Oct 03 18:16:00 +0000 2017,AppleSupport,"@USER Please do not share passwords or security questions on Twitter. Reach us via DM with the Apple ID email only, and we will share the official recovery link."
gold_192,10000126,@AppleSupport ever since the iOS 10.3.3 update getting stuck on my iPhone 7,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 05:57:00 +0000 2017,AppleSupport,@USER We'd like to help. Which iOS version is currently installed? You can find this in Settings > General > About. Also tell us the last step you tried.
gold_193,10001388,@AppleSupport keep getting apple ID verification popups i cannot dismiss on MacBook Pro,,apple_id_icloud,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Tue Oct 03 16:52:00 +0000 2017,AppleSupport,@USER We want to help with your Apple ID. Please DM us the Apple ID email address (not the password) so we can point you to the right iforgot.apple.com steps. We cannot unlock accounts on Twitter.
gold_194,10001990,@AppleSupport iCloud storage billed me after I turned it off. pls refund,customer: @AppleSupport still happening after I restarted | brand: @USER Thanks for the extra detail. We are still looking at this with you.,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 21:39:00 +0000 2017,AppleSupport,"@USER Unexpected App Store charges should be reviewed from reportaproblem.apple.com. If a purchase was accidental, start there. We cannot confirm a refund until that form is processed."
gold_195,10003070,@AppleSupport not enough iCloud storage to backup and I already deleted videos,customer: @AppleSupport following up — no change | brand: @USER Sorry it is not resolved yet. Let's try the next step.,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Storage / backup explanation without confirmed data-loss language.),Sat Oct 07 00:03:00 +0000 2017,AppleSupport,"@USER Restore stuck: stay on Wi-Fi and power. If it does not move for several hours, we should look at a computer-based restore. Do you have a Mac or PC available?"
gold_196,10002588,@AppleSupport cellular data barely works indoors on iPad Pro after nothing changed,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 00:52:00 +0000 2017,AppleSupport,"@USER Let's isolate Wi-Fi vs device. Forget the network (Settings > Wi-Fi > i), reboot the router, then rejoin. Does another device stay connected to the same network?"
gold_197,10002826,@AppleSupport CarPlay disconnects as soon as I start driving. iOS 11.0,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 11:57:00 +0000 2017,AppleSupport,"@USER Let's isolate Wi-Fi vs device. Forget the network (Settings > Wi-Fi > i), reboot the router, then rejoin. Does another device stay connected to the same network?"
gold_198,10000478,@AppleSupport Mail and Safari freeze on iOS 11.0.1. iPhone 6. this started after the update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 22:24:00 +0000 2017,AppleSupport,"@USER Let's check this. After the update, try a force restart (volume up, volume down, then hold the side button). Reply with what happens."
gold_199,10004868,@AppleSupport my nephew's school blocks iMessage. fix the school,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Third-party / off-topic; other. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 11:16:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_200,10005442,@AppleSupport phone is so slow and hot I thought it was iOS but I have not updated in months. iPhone 7,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Wed Oct 11 14:34:00 +0000 2017,AppleSupport,"@USER Battery drain like that is worth checking. Settings > Battery shows usage. If health is unexpectedly low, a Genius Bar battery diagnostic is the next step. We cannot book that here."
